ID,Name,"Name (Smith & Trzaskoma)","Name (transliteration)","Name (Latinized)","Name in Latin texts","Alternative names","Identifying information","Type of entity","Type of entity ID","Agent/Coll.: gender","Agent/Coll.: gender ID","Collective (geneal.): children of","Collective (geneal.): children of ID","Collective (geneal.): divine father","Collective (geneal.): divine father ID"
8189272,"Phyllis (daughter of Thracian king)",Phyllis,,,,,"daughter of Thracian king",Agent,8160370,Female,9494773,,,,
8189273,"Phylomache (daughter of Amphion)",Phylomache,,,,,"daughter of Amphion",Agent,8160370,Female,9494773,,,,
8189274,"Phylonoe (daughter of Tyndareos)",Phylonoe,,,,,"daughter of Tyndareos",Agent,8160370,Female,9494773,,,,
8189275,"Phylonomos (son of Electryon)",Phylonomos,,,,,"son of Electryon",Agent,8160370,Male,9494774,,,,
8189276,"Physios (son of Lycaon)",Physios,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189277,"Pieria (mother of some Danaids)",Pieria,,,,,"mother of some Danaids",Agent,8160370,Female,9494773,,,,
8189278,"Pieris (slave of Menelaos)",Pieris,,,,,"slave of Menelaos",Agent,8160370,Male,9494774,,,,
8189279,"Pieros (son of Magnes)",Pieros,,,,,"son of Magnes",Agent,8160370,Male,9494774,,,,
8189280,"Pittheus (son of Pelops)",Pittheus,,,,,"son of Pelops",Agent,8160370,Male,9494774,,,,
8189281,"Pityocamptes (another name for Sinis)",Pityocamptes,,,,,"another name for Sinis",Agent,8160370,Male,9494774,,,,
8189282,"Placia (daughter of Otreus)",Placia,,,,,"daughter of Otreus",Agent,8160370,Female,9494773,,,,
8189283,"Platon (son of Lycaon)",Platon,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189284,"Pleiades (seven daughters of Atlas and Pleione)",Pleiades,,,,,"seven daughters of Atlas and Pleione","Collective (misc.)",8160371,Female,9494773,,,,
8189285,"Pleione (daughter of Oceanos)",Pleione,,,,,"daughter of Oceanos",Agent,8160370,Female,9494773,,,,
8189286,"Pleisthenes (father of Agamemnon and Menelaos)",Pleisthenes,,,,,"father of Agamemnon and Menelaos",Agent,8160370,Male,9494774,,,,
8189287,"Pleuron (son of Aitolos)",Pleuron,,,,,"son of Aitolos",Agent,8160370,Male,9494774,,,,
8189288,"Plexaura (Nereid)",Plexaura,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8189289,"Plexippos (son of Thestios)",Plexippos,,,,,"son of Thestios",Agent,8160370,Male,9494774,,,,
8189290,"Plexippos (son of Phineus)",Plexippos,,,,,"son of Phineus",Agent,8160370,Male,9494774,,,,
8189291,"Podaleirios (Greek leader at Troy)",Podaleirios,,,,,"Greek leader at Troy",Agent,8160370,Male,9494774,,,,
8189292,"Podarce (Danaid)",Podarce,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8189293,"Podarces (Priam's original name)",Podarces,,,,,"Priam's original name",Agent,8160370,Male,9494774,,,,
8189294,"Podarces (son of Iphiclos)",Podarces,,,,,"son of Iphiclos",Agent,8160370,Male,9494774,,,,
8189295,"Poias Poeas (Argonaut)",Poias,,,Poeas,,Argonaut,Agent,8160370,Male,9494774,,,,
8189296,"Polichos (son of Lycaon)",Polichos,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189297,"Polites (son of Priam)",Polites,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8189298,"Poltys (Heracles' host in Ainos)",Poltys,,,,,"Heracles' host in Ainos",Agent,8160370,Male,9494774,,,,
8189299,"Polyanax (king of Melos)",Polyanax,,,,,"king of Melos",Agent,8160370,Male,9494774,,,,
8189300,"Polybos (king of Corinth, adoptive father of Oidipous)",Polybos,,,,,"king of Corinth, adoptive father of Oidipous",Agent,8160370,Male,9494774,,,,
8189301,"Polybos (suitor of Penelope)",Polybos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189302,"Polybotes (giant)",Polybotes,,,,,giant,Agent,8160370,Male,9494774,,,,
8189303,"Polycaste (daughter of Nestor)",Polycaste,,,,,"daughter of Nestor",Agent,8160370,Female,9494773,,,,
8189304,"Polyctor (son of Aigyptos)",Polyctor,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8189305,"Polydectes (son of Magnes, king of Seriphos)",Polydectes,,,,,"son of Magnes, king of Seriphos",Agent,8160370,Male,9494774,,,,
8189306,"Polydeuces (one of the Dioscouroi, Calydonian Boar hunter, Argonaut)",Polydeuces,,,,,"one of the Dioscouroi, Calydonian Boar hunter, Argonaut",Agent,8160370,Male,9494774,,,,
8189307,"Polydora (daughter of Peleus)",Polydora,,,,,"daughter of Peleus",Agent,8160370,Female,9494773,,,,
8189308,"Polydoros (son of Priam)",Polydoros,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8189309,"Polydoros (son of Cadmos)",Polydoros,,,,,"son of Cadmos",Agent,8160370,Male,9494774,,,,
8189310,"Polydoros (suitor of Penelope)",Polydoros,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189311,"Polygonos (son of Proteus)",Polygonos,,,,,"son of Proteus",Agent,8160370,Male,9494774,,,,
8189312,"Polyidos (son of Coiranos, seer)",Polyidos,,,,,"son of Coiranos, seer",Agent,8160370,Male,9494774,,,,
8189313,"Polyidos (suitor of Penelope)",Polyidos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189314,"Polylaos (son of Heracles)",Polylaos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189315,"Polymedon (son of Priam)",Polymedon,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8189316,"Polymede (mother of Jason)",Polymede,,,,,"mother of Jason",Agent,8160370,Female,9494773,,,,
8189317,"Polymele (daughter of Peleus)",Polymele,,,,,"daughter of Peleus",Agent,8160370,Female,9494773,,,,
8189318,"Polymnia (Muse)",Polymnia,,,,,Muse,Agent,8160370,Female,9494773,,,,
8189319,"Polyneices (son of Oidipous)",Polyneices,,,,,"son of Oidipous",Agent,8160370,Male,9494774,,,,
8189320,"Polynome (Nereid)",Polynome,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8189321,"Polypemon (son of Sinis)",Polypemon,,,,,"son of Sinis",Agent,8160370,Male,9494774,,,,
8189322,"Polypemon (another name for Damastes)",Polypemon,,,,,"another name for Damastes",Agent,8160370,Male,9494774,,,,
8189323,"Polypheides (king of Sicyon)",Polypheides,,,,,"king of Sicyon",Agent,8160370,Male,9494774,,,,
8189324,"Polyphemos (a Cyclops whom Odysseus blinds)",Polyphemos,,,,,"a Cyclops whom Odysseus blinds",Agent,8160370,Male,9494774,,,,
8189325,"Polyphemos (Argonaut)",Polyphemos,,,,,Argonaut,Agent,8160370,Male,9494774,,,,
8189326,"Polyphontes (one of the Heracleidai)",Polyphontes,,,,,"one of the Heracleidai",Agent,8160370,Male,9494774,,,,
8189327,"Polyphontes (Laios' herald)",Polyphontes,,,,,"Laios' herald",Agent,8160370,Male,9494774,,,,
8189328,"Polypoites (Greek leader at Troy)",Polypoites,,,,,"Greek leader at Troy",Agent,8160370,Male,9494774,,,,
8189329,"Polypoites (son of Odysseus)",Polypoites,,,,,"son of Odysseus",Agent,8160370,Male,9494774,,,,
8189330,"Polypoites (son of Phthia and Apollo)",Polypoites,,,,,"son of Phthia and Apollo",Agent,8160370,Male,9494774,,,,
8189331,"Polypoites (suitor of Penelope)",Polypoites,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189332,"Polyxene (daughter of Priam)",Polyxene,,,,,"daughter of Priam",Agent,8160370,Female,9494773,,,,
8189333,"Polyxenos (son of Agasthenes)",Polyxenos,,,,,"son of Agasthenes",Agent,8160370,Male,9494774,,,,
8189334,"Polyxenos (king of Elis)",Polyxenos,,,,,"king of Elis",Agent,8160370,Male,9494774,,,,
8189335,"Polyxo (nymph, mother of some Danaids)",Polyxo,,,,,"nymph, mother of some Danaids",Agent,8160370,Female,9494773,,,,
8189336,"Polyxo (wife of Nycteus)",Polyxo,,,,,"wife of Nycteus",Agent,8160370,Female,9494773,,,,
8189337,"Pontomedousa (Nereid)",Pontomedousa,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8189338,"Pontos (personification of the Black Sea)",Pontos,,,,,"personification of the Black Sea",Agent,8160370,Male,9494774,,,,
8189339,"Porphyrion (giant)",Porphyrion,,,,,giant,Agent,8160370,Male,9494774,,,,
8189340,"Porthaon (son of Agenor, eponym of Phoenicia)",Porthaon,,,,,"son of Agenor, eponym of Phoenicia",Agent,8160370,Male,9494774,,,,
8189341,"Portheus (son of Lycaon)",Portheus,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189342,"Portheus (father of Echion)",Portheus,,,,,"father of Echion",Agent,8160370,Male,9494774,,,,
8189343,"Potamon (son of Aigyptos)",Potamon,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8189344,"Praxithea (daughter of Thespios)",Praxithea,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8189345,"Praxithea (daughter of Prasimos)",Praxithea,,,,,"daughter of Prasimos",Agent,8160370,Female,9494773,,,,
8189346,"Praxithea (nymph)",Praxithea,,,,,nymph,Agent,8160370,Female,9494773,,,,
8189347,"Priam (king of Troy)",Priam,,,,,"king of Troy",Agent,8160370,Male,9494774,,,,
8189348,"Procleia (daughter of Laomedon)",Procleia,,,,,"daughter of Laomedon",Agent,8160370,Female,9494773,,,,
8189349,"Procles (son of Aristodemos)",Procles,,,,,"son of Aristodemos",Agent,8160370,Male,9494774,,,,
8189350,"Procne (daughter of Pandion)",Procne,,,,,"daughter of Pandion",Agent,8160370,Female,9494773,,,,
8189351,"Procris (daughter of Erechtheus)",Procris,,,,,"daughter of Erechtheus",Agent,8160370,Female,9494773,,,,
8189352,"Procris (daughter of Thespios)",Procris,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8189353,"Proitos (son of Abas)",Proitos,,,,,"son of Abas",Agent,8160370,Male,9494774,,,,
8189354,"Promachos (one of the Epigonoi)",Promachos,,,,,"one of the Epigonoi",Agent,8160370,Male,9494774,,,,
8189355,"Promachos (son of Aison and Polymede)",Promachos,,,,,"son of Aison and Polymede",Agent,8160370,Male,9494774,,,,
8189356,"Promachos (suitor of Penelope)",Promachos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189357,"Prometheus (creator of humans)",Prometheus,,,,,"creator of humans",Agent,8160370,Male,9494774,,,,
8189358,"Promos (suitor of Penelope)",Promos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189359,"Pronax (son of Talaos)",Pronax,,,,,"son of Talaos",Agent,8160370,Male,9494774,,,,
8189360,"Pronoe (daughter of Phorbos)",Pronoe,,,,,"daughter of Phorbos",Agent,8160370,Female,9494773,,,,
8189361,"Pronomos (suitor of Penelope)",Pronomos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189362,"Pronoos (son of Phegeus)",Pronoos,,,,,"son of Phegeus",Agent,8160370,Male,9494774,,,,
8189363,"Pronoos (suitor of Penelope)",Pronoos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189364,"Caineus (Lapith, Argonaut, originally Cainis)",Caineus,,,,,"Lapith, Argonaut, originally Cainis",Agent,8160370,Male,9494774,,,,
8189365,"Cainis (original identity of Lapith Caineus)",Cainis,,,,,"original identity of Lapith Caineus",Agent,8160370,Female,9494773,,,,
8189367,"The Turtle of Sceiron (Sceiron's pet)","The Turtle of Sceiron",,,,,"Sceiron's pet",Agent,8160370,Undefined,9494775,,,,
8189655,"Laomedes (suitor of Penelope)",Laomedes,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189656,"Laomedon (father of Priam)",Laomedon,,,,,"father of Priam",Agent,8160370,Male,9494774,,,,
8189657,"Laomedon (son of Heracles)",Laomedon,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189658,"Laomedon (suitor of Penelope)",Laomedon,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189659,"Laomenes (son of Heracles)",Laomenes,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189660,"Laonome (daughter of Gouneus)",Laonome,,,,,"daughter of Gouneus",Agent,8160370,Female,9494773,,,,
8189661,"Laophonte (daughter of Pleuron)",Laophonte,,,,,"daughter of Pleuron",Agent,8160370,Female,9494773,,,,
8189662,"Laothoe (daughter of Thespios)",Laothoe,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8189663,"Lapithos (father of Diomede)",Lapithos,,,,,"father of Diomede",Agent,8160370,Male,9494774,,,,
8189664,"Latinos (son of Odysseus)",Latinos,,,,,"son of Odysseus",Agent,8160370,Male,9494774,,,,
8189665,"Latinos (son of Telemachus)",Latinos,,,,,"son of Telemachus",Agent,8160370,Male,9494774,,,,
8189666,"Leades (son of Astacos)",Leades,,,,,"son of Astacos",Agent,8160370,Male,9494774,,,,
8189667,"Leaneira (daughter of Amyclas)",Leaneira,,,,,"daughter of Amyclas",Agent,8160370,Female,9494773,,,,
8189668,"Learchos (son of Athamas)",Learchos,,,,,"son of Athamas",Agent,8160370,Male,9494774,,,,
8189669,"Leda (mother of Helen)",Leda,,,,,"mother of Helen",Agent,8160370,Female,9494773,,,,
8189670,"Leiocritos (suitor of Penelope)",Leiocritos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189671,"Leiodes (suitor of Penelope)",Leiodes,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189672,"Leitos (Argonaut, Greek leader at Troy)",Leitos,,,,,"Argonaut, Greek leader at Troy",Agent,8160370,Male,9494774,,,,
8189673,"Lelex (father of Eurotas)",Lelex,,,,,"father of Eurotas",Agent,8160370,Male,9494774,,,,
8189674,"Leon (son of Lycaon)",Leon,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189675,"Leonteus (Greek leader at Troy)",Leonteus,,,,,"Greek leader at Troy",Agent,8160370,Male,9494774,,,,
8189676,"Leontophonos (son of Odysseus)",Leontophonos,,,,,"son of Odysseus",Agent,8160370,Male,9494774,,,,
8189677,"Lestorides (suitor of Penelope)",Lestorides,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189678,"Leto (mother of Artemis and Apollo)",Leto,,,,,"mother of Artemis and Apollo",Agent,8160370,Female,9494773,,,,
8189679,"Leucippe (wife of Laomedon)",Leucippe,,,,,"wife of Laomedon",Agent,8160370,Female,9494773,,,,
8189680,"Leucippos (son of Perieres)",Leucippos,,,,,"son of Perieres",Agent,8160370,Male,9494774,,,,
8189681,"Leucippos (son of Heracles)",Leucippos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189682,"Leucon (son of Athamas)",Leucon,,,,,"son of Athamas",Agent,8160370,Male,9494774,,,,
8189683,"Leucones (son of Heracles)",Leucones,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189684,"Leucopeus (son of Porthaon)",Leucopeus,,,,,"son of Porthaon",Agent,8160370,Male,9494774,,,,
8189685,"Leucos (Cretan tyrant)",Leucos,,,,,"Cretan tyrant",Agent,8160370,Male,9494774,,,,
8189686,"Leucothea (divine name of Ino)",Leucothea,,,,,"divine name of Ino",Agent,8160370,Female,9494773,,,,
8189687,"Libya (daughter of Epaphos)",Libya,,,,,"daughter of Epaphos",Agent,8160370,Female,9494773,,,,
8189688,"Lichas (herald of Heracles)",Lichas,,,,,"herald of Heracles",Agent,8160370,Male,9494774,,,,
8189689,"Licymnios (son of Electryon)",Licymnios,,,,,"son of Electryon",Agent,8160370,Male,9494774,,,,
8189690,"Ligyron (original name of Achilles)",Ligyron,,,,,"original name of Achilles",Agent,8160370,Male,9494774,,,,
8189691,"Limnoreia (Nereid)",Limnoreia,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8189692,"Linos (son of Calliope)",Linos,,,,,"son of Calliope",Agent,8160370,Male,9494774,,,,
8189693,"Linos (son of Lycaon)",Linos,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189694,"Liphyse (daughter of Thespios)",Liphyse,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8189695,"Lixos (son of Aigyptos)",Lixos,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8189696,"the Lotus-eaters (visited by Odysseus)","the Lotus-eaters",,,,,"visited by Odysseus","Collective (misc.)",8160371,,,,,,
8189697,"Lyammos (suitor of Penelope)",Lyammos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189698,"Lycaithos (son of Hippocoon)",Lycaithos,,,,,"son of Hippocoon",Agent,8160370,Male,9494774,,,,
8189699,"Lycaithos (suitor of Penelope)",Lycaithos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189700,"Lycaon (Arcadian hero)",Lycaon,,,,,"Arcadian hero",Agent,8160370,Male,9494774,,,,
8189701,"Lycaon (father of Pandaros)",Lycaon,,,,,"father of Pandaros",Agent,8160370,Male,9494774,,,,
8189702,"Lycaon (son of Priam)",Lycaon,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8189703,"Lycios (son of Lycaon)",Lycios,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189704,"Lycomedes (king of Scyros)",Lycomedes,,,,,"king of Scyros",Agent,8160370,Male,9494774,,,,
8189705,"Lycopeus (son of Agrios)",Lycopeus,,,,,"son of Agrios",Agent,8160370,Male,9494774,,,,
8189706,"Lycos (king of the Mariandynoi)",Lycos,,,,,"king of the Mariandynoi",Agent,8160370,Male,9494774,,,,
8189707,"Lycos (steward of Thebes)",Lycos,,,,,"steward of Thebes",Agent,8160370,Male,9494774,,,,
8189708,"Lycos (tries to rape Heracles' wife Megara)",Lycos,,,,,"tries to rape Heracles' wife Megara",Agent,8160370,Male,9494774,,,,
8189709,"Lycos (son of Poseidon and Celaino)",Lycos,,,,,"son of Poseidon and Celaino",Agent,8160370,Male,9494774,,,,
8189710,"Lycos (son of Pandion)",Lycos,,,,,"son of Pandion",Agent,8160370,Male,9494774,,,,
8189711,"Lycos (son of Aigyptos)",Lycos,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8189712,"Lycourgos (son of Dryas, rejects Dionysos)",Lycourgos,,,,,"son of Dryas, rejects Dionysos",Agent,8160370,Male,9494774,,,,
8189713,"Lycourgos (son of Aleos)",Lycourgos,,,,,"son of Aleos",Agent,8160370,Male,9494774,,,,
8189714,"Lycourgos (king of Nemea)",Lycourgos,,,,,"king of Nemea",Agent,8160370,Male,9494774,,,,
8189715,"Lycourgos (son of Heracles)",Lycourgos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189716,"Lycourgos (son of Pronax)",Lycourgos,,,,,"son of Pronax",Agent,8160370,Male,9494774,,,,
8189717,"Lyncaios (son of Heracles)",Lyncaios,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189718,"Lynceus (only surviving son of Aigyptos)",Lynceus,,,,,"only surviving son of Aigyptos",Agent,8160370,Male,9494774,,,,
8189719,"Lynceus (Calydonian boar hunter, Argonaut)",Lynceus,,,,,"Calydonian boar hunter, Argonaut",Agent,8160370,Male,9494774,,,,
8189720,"Lynceus (Calydonian boar hunter, son of Thestius)",Lynceus,,,,,"Calydonian boar hunter, son of Thestius",Agent,8160370,Male,9494774,,,,
8189721,"Lynceus (one of Actaion's dogs)",Lynceus,,,,,"one of Actaion's dogs",Agent,8160370,Male,9494774,,,,
8189722,"Lyros (son of Aphrodite and Anchises)",Lyros,,,,,"son of Aphrodite and Anchises",Agent,8160370,Male,9494774,,,,
8189723,"Lyse (daughter of Thespios)",Lyse,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8189724,"Lysianassa (Nereid)",Lysianassa,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8189725,"Lysianassa (daughter of Epaphos)",Lysianassa,,,,,"daughter of Epaphos",Agent,8160370,Female,9494773,,,,
8189726,"Lysidice (daughter of Pelops)",Lysidice,,,,,"daughter of Pelops",Agent,8160370,Female,9494773,,,,
8189727,"Lysidice (daughter of Thespios)",Lysidice,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8189728,"Lysimache (daughter of Abas)",Lysimache,,,,,"daughter of Abas",Agent,8160370,Female,9494773,,,,
8189729,"Lysimache (daughter of Priam)",Lysimache,,,,,"daughter of Priam",Agent,8160370,Female,9494773,,,,
8189730,"Lysinomos (son of Electryon)",Lysinomos,,,,,"son of Electryon",Agent,8160370,Male,9494774,,,,
8189731,"Lysippe (daughter of Proitos)",Lysippe,,,,,"daughter of Proitos",Agent,8160370,Female,9494773,,,,
8189732,"Lysippe (mother of Erasippos by Heracles)",Lysippe,,,,,"mother of Erasippos by Heracles",Agent,8160370,Female,9494773,,,,
8189733,"Lysithoos (son of Priam)",Lysithoos,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8189734,"Lytaia (daughter of Hyacinthos)",Lytaia,,,,,"daughter of Hyacinthos",Agent,8160370,Female,9494773,,,,
8189735,"Macareus (son of Lycaon)",Macareus,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189736,"Macednos (son of Lycaon)",Macednos,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189737,"Machaireus (killer of Neoptolemos)",Machaireus,,,,,"killer of Neoptolemos",Agent,8160370,Male,9494774,,,,
8189738,"Machaon (Greek leader at Troy)",Machaon,,,,,"Greek leader at Troy",Agent,8160370,Male,9494774,,,,
8189739,"Magnes (father of Pieros)",Magnes,,,,,"father of Pieros",Agent,8160370,Male,9494774,,,,
8189740,"Magnes (son of Aiolos)",Magnes,,,,,"son of Aiolos",Agent,8160370,Male,9494774,,,,
8189741,"Magnes (suitor of Penelope)",Magnes,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189742,"Maia (daughter of Atlas, mother of Hermes)",Maia,,,,,"daughter of Atlas, mother of Hermes",Agent,8160370,Female,9494773,,,,
8189744,"Mainalos (son of Lycaon)",Mainalos,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189745,"Maion (a Theban)",Maion,,,,,"a Theban",Agent,8160370,Male,9494774,,,,
8189746,"Maira (Icarios' dog)",Maira,,,,,"Icarios' dog",Agent,8160370,Female,9494773,,,,
8189747,"Mantineus (father of Aglaia)",Mantineus,,,,,"father of Aglaia",Agent,8160370,Male,9494774,,,,
8189748,"Mantineus (son of Lycaon)",Mantineus,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189749,"Manto (daughter of Teiresias)",Manto,,,,,"daughter of Teiresias",Agent,8160370,Female,9494773,,,,
8189750,"the Marathonian bull (Cretan bull after it arrived in Marathon)","the Marathonian bull",,,,,"Cretan bull after it arrived in Marathon",Agent,8160370,Male,9494774,,,,
8189751,"Mares of Diomedes (man-eating horses)","Mares of Diomedes",,,,,"man-eating horses","Collective (misc.)",8160371,Female,9494773,,,,
8189752,"Maron (priest of Apollo)",Maron,,,,,"priest of Apollo",Agent,8160370,Male,9494774,,,,
8189753,"Marpessa (daughter of Euenos)",Marpessa,,,,,"daughter of Euenos",Agent,8160370,Female,9494773,,,,
8189754,"Marpsios (suitor of Penelope)",Marpsios,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189755,"Marse (daughter of Thespios)",Marse,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
